a,b,c,ab,bc,ac,abc
0,0,77,0,5929,5929,5929
0,0,78,0,6084,6084,6084
0,0,79,0,6241,6241,6241
0,0,80,0,6400,6400,6400
0,0,81,0,6561,6561,6561
0,0,82,0,6724,6724,6724
0,0,83,0,6889,6889,6889
0,0,84,0,7056,7056,7056
0,0,85,0,7225,7225,7225
0,0,86,0,7396,7396,7396
0,0,87,0,7569,7569,7569
0,0,88,0,7744,7744,7744
0,0,89,0,7921,7921,7921
0,0,90,0,8100,8100,8100
0,0,91,0,8281,8281,8281
0,0,92,0,8464,8464,8464
0,0,93,0,8649,8649,8649
0,0,94,0,8836,8836,8836
0,0,95,0,9025,9025,9025
0,0,96,0,9216,9216,9216
0,0,97,0,9409,9409,9409
0,0,98,0,9604,9604,9604
0,0,99,0,9801,9801,9801
0,0,100,0,10000,10000,10000
0,0,101,0,10201,10201,10201
0,0,102,0,10404,10404,10404
0,0,103,0,10609,10609,10609
0,0,104,0,10816,10816,10816
0,0,105,0,11025,11025,11025
0,0,106,0,11236,11236,11236
0,0,107,0,11449,11449,11449
0,0,108,0,11664,11664,11664
0,0,109,0,11881,11881,11881
0,0,110,0,12100,12100,12100
0,0,111,0,12321,12321,12321
0,0,112,0,12544,12544,12544
0,0,113,0,12769,12769,12769
0,0,114,0,12996,12996,12996
0,0,115,0,13225,13225,13225
0,0,116,0,13456,13456,13456
0,0,117,0,13689,13689,13689
0,0,118,0,13924,13924,13924
0,0,119,0,14161,14161,14161
0,0,120,0,14400,14400,14400
0,0,121,0,14641,14641,14641
0,0,122,0,14884,14884,14884
0,0,123,0,15129,15129,15129
0,0,124,0,15376,15376,15376
0,0,125,0,15625,15625,15625
0,0,126,0,15876,15876,15876
0,0,127,0,16129,16129,16129
0,0,128,0,16384,16384,16384
0,0,129,0,16641,16641,16641
0,0,130,0,16900,16900,16900
0,0,131,0,17161,17161,17161
0,0,132,0,17424,17424,17424
0,0,133,0,17689,17689,17689
0,0,134,0,17956,17956,17956
0,0,135,0,18225,18225,18225
0,0,136,0,18496,18496,18496
0,0,137,0,18769,18769,18769
0,0,138,0,19044,19044,19044
0,0,139,0,19321,19321,19321
0,0,140,0,19600,19600,19600
0,0,141,0,19881,19881,19881
0,0,142,0,20164,20164,20164
0,0,143,0,20449,20449,20449
0,0,144,0,20736,20736,20736
0,0,145,0,21025,21025,21025
0,0,146,0,21316,21316,21316
0,0,147,0,21609,21609,21609
0,0,148,0,21904,21904,21904
0,0,149,0,22201,22201,22201
0,0,150,0,22500,22500,22500
0,0,151,0,22801,22801,22801
0,0,152,0,23104,23104,23104
0,0,153,0,23409,23409,23409
0,0,154,0,23716,23716,23716
0,0,155,0,24025,24025,24025
0,0,156,0,24336,24336,24336
0,0,157,0,24649,24649,24649
0,0,158,0,24964,24964,24964
0,0,159,0,25281,25281,25281
0,0,160,0,25600,25600,25600
0,0,161,0,25921,25921,25921
0,0,162,0,26244,26244,26244
0,0,163,0,26569,26569,26569
0,0,164,0,26896,26896,26896
0,0,165,0,27225,27225,27225
0,0,166,0,27556,27556,27556
0,0,167,0,27889,27889,27889
0,0,168,0,28224,28224,28224
0,0,169,0,28561,28561,28561
0,0,170,0,28900,28900,28900
0,0,171,0,29241,29241,29241
0,0,172,0,29584,29584,29584
0,0,173,0,29929,29929,29929
0,0,174,0,30276,30276,30276
0,0,175,0,30625,30625,30625
0,0,176,0,30976,30976,30976
0,0,177,0,31329,31329,31329
0,0,178,0,31684,31684,31684
0,0,179,0,32041,32041,32041
0,0,180,0,32400,32400,32400
0,0,181,0,32761,32761,32761
0,0,182,0,33124,33124,33124
0,0,183,0,33489,33489,33489
0,0,184,0,33856,33856,33856
0,0,185,0,34225,34225,34225
0,0,186,0,34596,34596,34596
0,0,187,0,34969,34969,34969
0,0,188,0,35344,35344,35344
0,0,189,0,35721,35721,35721
0,0,190,0,36100,36100,36100
0,0,191,0,36481,36481,36481
0,0,192,0,36864,36864,36864
0,0,193,0,37249,37249,37249
0,0,194,0,37636,37636,37636
0,0,195,0,38025,38025,38025
0,0,196,0,38416,38416,38416
0,0,197,0,38809,38809,38809
0,0,198,0,39204,39204,39204
0,0,199,0,39601,39601,39601
0,0,200,0,40000,40000,40000
0,0,201,0,40401,40401,40401
0,0,202,0,40804,40804,40804
0,0,203,0,41209,41209,41209
0,0,204,0,41616,41616,41616
0,0,205,0,42025,42025,42025
0,0,206,0,42436,42436,42436
0,0,207,0,42849,42849,42849
0,0,208,0,43264,43264,43264
0,0,209,0,43681,43681,43681
0,0,210,0,44100,44100,44100
0,0,211,0,44521,44521,44521
0,0,212,0,44944,44944,44944
0,0,213,0,45369,45369,45369
0,0,214,0,45796,45796,45796
0,0,215,0,46225,46225,46225
0,0,216,0,46656,46656,46656
0,0,217,0,47089,47089,47089
0,0,218,0,47524,47524,47524
0,0,219,0,47961,47961,47961
0,0,220,0,48400,48400,48400
0,0,221,0,48841,48841,48841
0,0,222,0,49284,49284,49284
0,0,223,0,49729,49729,49729
0,0,224,0,50176,50176,50176
0,0,225,0,50625,50625,50625
0,0,226,0,51076,51076,51076
0,0,227,0,51529,51529,51529
0,0,228,0,51984,51984,51984
0,0,229,0,52441,52441,52441
0,0,230,0,52900,52900,52900
0,0,231,0,53361,53361,53361
0,0,232,0,53824,53824,53824
0,0,233,0,54289,54289,54289
0,0,234,0,54756,54756,54756
0,0,235,0,55225,55225,55225
0,0,236,0,55696,55696,55696
0,0,237,0,56169,56169,56169
0,0,238,0,56644,56644,56644
0,0,239,0,57121,57121,57121
0,0,240,0,57600,57600,57600
0,0,241,0,58081,58081,58081
0,0,242,0,58564,58564,58564
0,0,243,0,59049,59049,59049
0,0,244,0,59536,59536,59536
0,0,245,0,60025,60025,60025
0,0,246,0,60516,60516,60516
0,0,247,0,61009,61009,61009
0,0,248,0,61504,61504,61504
0,0,249,0,62001,62001,62001
0,0,250,0,62500,62500,62500
0,0,251,0,63001,63001,63001
0,0,252,0,63504,63504,63504
0,0,253,0,64009,64009,64009
0,0,254,0,64516,64516,64516
0,0,255,0,65025,65025,65025
0,0,256,0,65536,65536,65536
0,0,257,0,66049,66049,66049
0,0,258,0,66564,66564,66564
0,0,259,0,67081,67081,67081
0,0,260,0,67600,67600,67600
0,0,261,0,68121,68121,68121
0,0,262,0,68644,68644,68644
0,0,263,0,69169,69169,69169
0,0,264,0,69696,69696,69696
0,0,265,0,70225,70225,70225
0,0,266,0,70756,70756,70756
0,0,267,0,71289,71289,71289
0,0,268,0,71824,71824,71824
0,0,269,0,72361,72361,72361
0,0,270,0,72900,72900,72900
0,0,271,0,73441,73441,73441
0,0,272,0,73984,73984,73984
0,0,273,0,74529,74529,74529
0,0,274,0,75076,75076,75076
0,0,275,0,75625,75625,75625
0,0,276,0,76176,76176,76176
0,0,277,0,76729,76729,76729
0,0,278,0,77284,77284,77284
0,0,279,0,77841,77841,77841
0,0,280,0,78400,78400,78400
0,0,281,0,78961,78961,78961
0,0,282,0,79524,79524,79524
0,0,283,0,80089,80089,80089
0,0,284,0,80656,80656,80656
0,0,285,0,81225,81225,81225
0,0,286,0,81796,81796,81796
0,0,287,0,82369,82369,82369
0,0,288,0,82944,82944,82944
0,0,289,0,83521,83521,83521
0,0,290,0,84100,84100,84100
0,0,291,0,84681,84681,84681
0,0,292,0,85264,85264,85264
0,0,293,0,85849,85849,85849
0,0,294,0,86436,86436,86436
0,0,295,0,87025,87025,87025
0,0,296,0,87616,87616,87616
0,0,297,0,88209,88209,88209
0,0,298,0,88804,88804,88804
0,0,299,0,89401,89401,89401
0,3,4,9,25,16,25
0,5,12,25,169,144,169
0,6,8,36,100,64,100
0,7,24,49,625,576,625
0,8,15,64,289,225,289
0,9,12,81,225,144,225
0,9,40,81,1681,1600,1681
0,10,24,100,676,576,676
0,11,60,121,3721,3600,3721
0,12,16,144,400,256,400
0,12,35,144,1369,1225,1369
0,13,84,169,7225,7056,7225
0,14,48,196,2500,2304,2500
0,15,20,225,625,400,625
0,15,36,225,1521,1296,1521
0,15,112,225,12769,12544,12769
0,16,30,256,1156,900,1156
0,16,63,256,4225,3969,4225
0,17,144,289,21025,20736,21025
0,18,24,324,900,576,900
0,18,80,324,6724,6400,6724
0,19,180,361,32761,32400,32761
0,20,21,400,841,441,841
0,20,48,400,2704,2304,2704
0,20,99,400,10201,9801,10201
0,21,28,441,1225,784,1225
0,21,72,441,5625,5184,5625
0,21,220,441,48841,48400,48841
0,22,120,484,14884,14400,14884
0,23,264,529,70225,69696,70225
0,24,32,576,1600,1024,1600
0,24,45,576,2601,2025,2601
0,24,70,576,5476,4900,5476
0,24,143,576,21025,20449,21025
0,25,60,625,4225,3600,4225
0,26,168,676,28900,28224,28900
0,27,36,729,2025,1296,2025
0,27,120,729,15129,14400,15129
0,28,45,784,2809,2025,2809
0,28,96,784,10000,9216,10000
0,28,195,784,38809,38025,38809
0,30,40,900,2500,1600,2500
0,30,72,900,6084,5184,6084
0,30,224,900,51076,50176,51076
0,32,60,1024,4624,3600,4624
0,32,126,1024,16900,15876,16900
0,32,255,1024,66049,65025,66049
0,33,44,1089,3025,1936,3025
0,33,56,1089,4225,3136,4225
0,33,180,1089,33489,32400,33489
0,34,288,1156,84100,82944,84100
0,35,84,1225,8281,7056,8281
0,35,120,1225,15625,14400,15625
0,36,48,1296,3600,2304,3600
0,36,77,1296,7225,5929,7225
0,36,105,1296,12321,11025,12321
0,36,160,1296,26896,25600,26896
0,39,52,1521,4225,2704,4225
0,39,80,1521,7921,6400,7921
0,39,252,1521,65025,63504,65025
0,40,42,1600,3364,1764,3364
0,40,75,1600,7225,5625,7225
0,40,96,1600,10816,9216,10816
0,40,198,1600,40804,39204,40804
0,42,56,1764,4900,3136,4900
0,42,144,1764,22500,20736,22500
0,44,117,1936,15625,13689,15625
0,44,240,1936,59536,57600,59536
0,45,60,2025,5625,3600,5625
0,45,108,2025,13689,11664,13689
0,45,200,2025,42025,40000,42025
0,48,55,2304,5329,3025,5329
0,48,64,2304,6400,4096,6400
0,48,90,2304,10404,8100,10404
0,48,140,2304,21904,19600,21904
0,48,189,2304,38025,35721,38025
0,48,286,2304,84100,81796,84100
0,49,168,2401,30625,28224,30625
0,50,120,2500,16900,14400,16900
0,51,68,2601,7225,4624,7225
0,51,140,2601,22201,19600,22201
0,52,165,2704,29929,27225,29929
0,54,72,2916,8100,5184,8100
0,54,240,2916,60516,57600,60516
0,55,132,3025,20449,17424,20449
0,56,90,3136,11236,8100,11236
0,56,105,3136,14161,11025,14161
0,56,192,3136,40000,36864,40000
0,57,76,3249,9025,5776,9025
0,57,176,3249,34225,30976,34225
0,60,63,3600,7569,3969,7569
0,60,80,3600,10000,6400,10000
0,60,91,3600,11881,8281,11881
0,60,144,3600,24336,20736,24336
0,60,175,3600,34225,30625,34225
0,60,221,3600,52441,48841,52441
0,60,297,3600,91809,88209,91809
0,63,84,3969,11025,7056,11025
0,63,216,3969,50625,46656,50625
0,63,280,3969,82369,78400,82369
0,64,120,4096,18496,14400,18496
0,64,252,4096,67600,63504,67600
0,65,72,4225,9409,5184,9409
0,65,156,4225,28561,24336,28561
0,66,88,4356,12100,7744,12100
0,66,112,4356,16900,12544,16900
0,68,285,4624,85849,81225,85849
0,69,92,4761,13225,8464,13225
0,69,260,4761,72361,67600,72361
0,70,168,4900,33124,28224,33124
0,70,240,4900,62500,57600,62500
0,72,96,5184,14400,9216,14400
0,72,135,5184,23409,18225,23409
0,72,154,5184,28900,23716,28900
0,72,210,5184,49284,44100,49284
0,75,100,5625,15625,10000,15625
0,75,180,5625,38025,32400,38025
0,77,264,5929,75625,69696,75625
0,78,104,6084,16900,10816,16900
0,78,160,6084,31684,25600,31684
0,80,84,6400,13456,7056,13456
0,80,150,6400,28900,22500,28900
0,80,192,6400,43264,36864,43264
0,81,108,6561,18225,11664,18225
0,84,112,7056,19600,12544,19600
0,84,135,7056,25281,18225,25281
0,84,187,7056,42025,34969,42025
0,84,245,7056,67081,60025,67081
0,84,288,7056,90000,82944,90000
0,85,132,7225,24649,17424,24649
0,85,204,7225,48841,41616,48841
0,87,116,7569,21025,13456,21025
0,88,105,7744,18769,11025,18769
0,88,165,7744,34969,27225,34969
0,88,234,7744,62500,54756,62500
0,90,120,8100,22500,14400,22500
0,90,216,8100,54756,46656,54756
0,93,124,8649,24025,15376,24025
0,95,168,9025,37249,28224,37249
0,95,228,9025,61009,51984,61009
0,96,110,9216,21316,12100,21316
0,96,128,9216,25600,16384,25600
0,96,180,9216,41616,32400,41616
0,96,247,9216,70225,61009,70225
0,96,280,9216,87616,78400,87616
0,99,132,9801,27225,17424,27225
0,99,168,9801,38025,28224,38025
0,100,105,10000,21025,11025,21025
0,100,240,10000,67600,57600,67600
0,102,136,10404,28900,18496,28900
0,102,280,10404,88804,78400,88804
0,104,153,10816,34225,23409,34225
0,104,195,10816,48841,38025,48841
0,105,140,11025,30625,19600,30625
0,105,208,11025,54289,43264,54289
0,105,252,11025,74529,63504,74529
0,108,144,11664,32400,20736,32400
0,108,231,11664,65025,53361,65025
0,110,264,12100,81796,69696,81796
0,111,148,12321,34225,21904,34225
0,112,180,12544,44944,32400,44944
0,112,210,12544,56644,44100,56644
0,114,152,12996,36100,23104,36100
0,115,252,13225,76729,63504,76729
0,115,276,13225,89401,76176,89401
0,117,156,13689,38025,24336,38025
0,117,240,13689,71289,57600,71289
0,119,120,14161,28561,14400,28561
0,120,126,14400,30276,15876,30276
0,120,160,14400,40000,25600,40000
0,120,182,14400,47524,33124,47524
0,120,209,14400,58081,43681,58081
0,120,225,14400,65025,50625,65025
0,120,288,14400,97344,82944,97344
0,123,164,15129,42025,26896,42025
0,126,168,15876,44100,28224,44100
0,128,240,16384,73984,57600,73984
0,129,172,16641,46225,29584,46225
0,130,144,16900,37636,20736,37636
0,132,176,17424,48400,30976,48400
0,132,224,17424,67600,50176,67600
0,133,156,17689,42025,24336,42025
0,135,180,18225,50625,32400,50625
0,136,255,18496,83521,65025,83521
0,136,273,18496,93025,74529,93025
0,138,184,19044,52900,33856,52900
0,140,147,19600,41209,21609,41209
0,140,171,19600,48841,29241,48841
0,140,225,19600,70225,50625,70225
0,141,188,19881,55225,35344,55225
0,144,165,20736,47961,27225,47961
0,144,192,20736,57600,36864,57600
0,144,270,20736,93636,72900,93636
0,147,196,21609,60025,38416,60025
0,150,200,22500,62500,40000,62500
0,152,285,23104,104329,81225,104329
0,153,204,23409,65025,41616,65025
0,156,208,24336,67600,43264,67600
0,159,212,25281,70225,44944,70225
0,160,168,25600,53824,28224,53824
0,160,231,25600,78961,53361,78961
0,161,240,25921,83521,57600,83521
0,162,216,26244,72900,46656,72900
0,165,220,27225,75625,48400,75625
0,165,280,27225,105625,78400,105625
0,168,224,28224,78400,50176,78400
0,168,270,28224,101124,72900,101124
0,170,264,28900,98596,69696,98596
0,171,228,29241,81225,51984,81225
0,174,232,30276,84100,53824,84100
0,175,288,30625,113569,82944,113569
0,176,210,30976,75076,44100,75076
0,177,236,31329,87025,55696,87025
0,180,189,32400,68121,35721,68121
0,180,240,32400,90000,57600,90000
0,180,273,32400,106929,74529,106929
0,180,299,32400,121801,89401,121801
0,183,244,33489,93025,59536,93025
0,186,248,34596,96100,61504,96100
0,189,252,35721,99225,63504,99225
0,192,220,36864,85264,48400,85264
0,192,256,36864,102400,65536,102400
0,195,216,38025,84681,46656,84681
0,195,260,38025,105625,67600,105625
0,198,264,39204,108900,69696,108900
0,200,210,40000,84100,44100,84100
0,201,268,40401,112225,71824,112225
0,204,253,41616,105625,64009,105625
0,204,272,41616,115600,73984,115600
0,207,224,42849,93025,50176,93025
0,207,276,42849,119025,76176,119025
0,210,280,44100,122500,78400,122500
0,213,284,45369,126025,80656,126025
0,216,288,46656,129600,82944,129600
0,219,292,47961,133225,85264,133225
0,220,231,48400,101761,53361,101761
0,222,296,49284,136900,87616,136900
0,225,272,50625,124609,73984,124609
0,238,240,56644,114244,57600,114244
0,240,252,57600,121104,63504,121104
0,240,275,57600,133225,75625,133225
0,252,275,63504,139129,75625,139129
0,260,273,67600,142129,74529,142129
0,260,288,67600,150544,82944,150544
0,280,294,78400,164836,86436,164836
