a,b,c,a2,b2,c2,abc
0,0,139,0,0,19321,19321
0,0,140,0,0,19600,19600
0,0,141,0,0,19881,19881
0,0,142,0,0,20164,20164
0,0,143,0,0,20449,20449
0,0,144,0,0,20736,20736
0,0,145,0,0,21025,21025
0,0,146,0,0,21316,21316
0,0,147,0,0,21609,21609
0,0,148,0,0,21904,21904
0,0,149,0,0,22201,22201
0,0,150,0,0,22500,22500
0,0,151,0,0,22801,22801
0,0,152,0,0,23104,23104
0,0,153,0,0,23409,23409
0,0,154,0,0,23716,23716
0,0,155,0,0,24025,24025
0,0,156,0,0,24336,24336
0,0,157,0,0,24649,24649
0,0,158,0,0,24964,24964
0,0,159,0,0,25281,25281
0,0,160,0,0,25600,25600
0,0,161,0,0,25921,25921
0,0,162,0,0,26244,26244
0,0,163,0,0,26569,26569
0,0,164,0,0,26896,26896
0,0,165,0,0,27225,27225
0,0,166,0,0,27556,27556
0,0,167,0,0,27889,27889
0,0,168,0,0,28224,28224
0,0,169,0,0,28561,28561
0,0,170,0,0,28900,28900
0,0,171,0,0,29241,29241
0,0,172,0,0,29584,29584
0,0,173,0,0,29929,29929
0,0,174,0,0,30276,30276
0,0,175,0,0,30625,30625
0,0,176,0,0,30976,30976
0,0,177,0,0,31329,31329
0,0,178,0,0,31684,31684
0,0,179,0,0,32041,32041
0,0,180,0,0,32400,32400
0,0,181,0,0,32761,32761
0,0,182,0,0,33124,33124
0,0,183,0,0,33489,33489
0,0,184,0,0,33856,33856
0,0,185,0,0,34225,34225
0,0,186,0,0,34596,34596
0,0,187,0,0,34969,34969
0,0,188,0,0,35344,35344
0,0,189,0,0,35721,35721
0,0,190,0,0,36100,36100
0,0,191,0,0,36481,36481
0,0,192,0,0,36864,36864
0,0,193,0,0,37249,37249
0,0,194,0,0,37636,37636
0,0,195,0,0,38025,38025
0,0,196,0,0,38416,38416
0,0,197,0,0,38809,38809
0,0,198,0,0,39204,39204
0,0,199,0,0,39601,39601
0,0,200,0,0,40000,40000
0,0,201,0,0,40401,40401
0,0,202,0,0,40804,40804
0,0,203,0,0,41209,41209
0,0,204,0,0,41616,41616
0,0,205,0,0,42025,42025
0,0,206,0,0,42436,42436
0,0,207,0,0,42849,42849
0,0,208,0,0,43264,43264
0,0,209,0,0,43681,43681
0,0,210,0,0,44100,44100
0,0,211,0,0,44521,44521
0,0,212,0,0,44944,44944
0,0,213,0,0,45369,45369
0,0,214,0,0,45796,45796
0,0,215,0,0,46225,46225
0,0,216,0,0,46656,46656
0,0,217,0,0,47089,47089
0,0,218,0,0,47524,47524
0,0,219,0,0,47961,47961
0,0,220,0,0,48400,48400
0,0,221,0,0,48841,48841
0,0,222,0,0,49284,49284
0,0,223,0,0,49729,49729
0,0,224,0,0,50176,50176
0,0,225,0,0,50625,50625
0,0,226,0,0,51076,51076
0,0,227,0,0,51529,51529
0,0,228,0,0,51984,51984
0,0,229,0,0,52441,52441
0,0,230,0,0,52900,52900
0,0,231,0,0,53361,53361
0,0,232,0,0,53824,53824
0,0,233,0,0,54289,54289
0,0,234,0,0,54756,54756
0,0,235,0,0,55225,55225
0,0,236,0,0,55696,55696
0,0,237,0,0,56169,56169
0,0,238,0,0,56644,56644
0,0,239,0,0,57121,57121
0,0,240,0,0,57600,57600
0,0,241,0,0,58081,58081
0,0,242,0,0,58564,58564
0,0,243,0,0,59049,59049
0,0,244,0,0,59536,59536
0,0,245,0,0,60025,60025
0,0,246,0,0,60516,60516
0,0,247,0,0,61009,61009
0,0,248,0,0,61504,61504
0,0,249,0,0,62001,62001
0,0,250,0,0,62500,62500
0,0,251,0,0,63001,63001
0,0,252,0,0,63504,63504
0,0,253,0,0,64009,64009
0,0,254,0,0,64516,64516
0,0,255,0,0,65025,65025
0,0,256,0,0,65536,65536
0,0,257,0,0,66049,66049
0,0,258,0,0,66564,66564
0,0,259,0,0,67081,67081
0,0,260,0,0,67600,67600
0,0,261,0,0,68121,68121
0,0,262,0,0,68644,68644
0,0,263,0,0,69169,69169
0,0,264,0,0,69696,69696
0,0,265,0,0,70225,70225
0,0,266,0,0,70756,70756
0,0,267,0,0,71289,71289
0,0,268,0,0,71824,71824
0,0,269,0,0,72361,72361
0,0,270,0,0,72900,72900
0,0,271,0,0,73441,73441
0,0,272,0,0,73984,73984
0,0,273,0,0,74529,74529
0,0,274,0,0,75076,75076
0,0,275,0,0,75625,75625
0,0,276,0,0,76176,76176
0,0,277,0,0,76729,76729
0,0,278,0,0,77284,77284
0,0,279,0,0,77841,77841
0,0,280,0,0,78400,78400
0,0,281,0,0,78961,78961
0,0,282,0,0,79524,79524
0,0,283,0,0,80089,80089
0,0,284,0,0,80656,80656
0,0,285,0,0,81225,81225
0,0,286,0,0,81796,81796
0,0,287,0,0,82369,82369
0,0,288,0,0,82944,82944
0,0,289,0,0,83521,83521
0,0,290,0,0,84100,84100
0,0,291,0,0,84681,84681
0,0,292,0,0,85264,85264
0,0,293,0,0,85849,85849
0,0,294,0,0,86436,86436
0,0,295,0,0,87025,87025
0,0,296,0,0,87616,87616
0,0,297,0,0,88209,88209
0,0,298,0,0,88804,88804
0,0,299,0,0,89401,89401
0,0,300,0,0,90000,90000
0,0,301,0,0,90601,90601
0,0,302,0,0,91204,91204
0,0,303,0,0,91809,91809
0,0,304,0,0,92416,92416
0,0,305,0,0,93025,93025
0,0,306,0,0,93636,93636
0,0,307,0,0,94249,94249
0,0,308,0,0,94864,94864
0,0,309,0,0,95481,95481
0,0,310,0,0,96100,96100
0,0,311,0,0,96721,96721
0,0,312,0,0,97344,97344
0,0,313,0,0,97969,97969
0,0,314,0,0,98596,98596
0,0,315,0,0,99225,99225
0,0,316,0,0,99856,99856
0,0,317,0,0,100489,100489
0,0,318,0,0,101124,101124
0,0,319,0,0,101761,101761
0,0,320,0,0,102400,102400
0,0,321,0,0,103041,103041
0,0,322,0,0,103684,103684
0,0,323,0,0,104329,104329
0,0,324,0,0,104976,104976
0,0,325,0,0,105625,105625
0,0,326,0,0,106276,106276
0,0,327,0,0,106929,106929
0,0,328,0,0,107584,107584
0,0,329,0,0,108241,108241
0,0,330,0,0,108900,108900
0,0,331,0,0,109561,109561
0,0,332,0,0,110224,110224
0,0,333,0,0,110889,110889
0,0,334,0,0,111556,111556
0,0,335,0,0,112225,112225
0,0,336,0,0,112896,112896
0,0,337,0,0,113569,113569
0,0,338,0,0,114244,114244
0,0,339,0,0,114921,114921
0,0,340,0,0,115600,115600
0,0,341,0,0,116281,116281
0,0,342,0,0,116964,116964
0,0,343,0,0,117649,117649
0,0,344,0,0,118336,118336
0,0,345,0,0,119025,119025
0,0,346,0,0,119716,119716
0,0,347,0,0,120409,120409
0,0,348,0,0,121104,121104
0,0,349,0,0,121801,121801
0,0,350,0,0,122500,122500
0,0,351,0,0,123201,123201
0,0,352,0,0,123904,123904
0,0,353,0,0,124609,124609
0,0,354,0,0,125316,125316
0,0,355,0,0,126025,126025
0,0,356,0,0,126736,126736
0,0,357,0,0,127449,127449
0,0,358,0,0,128164,128164
0,0,359,0,0,128881,128881
0,0,360,0,0,129600,129600
0,0,361,0,0,130321,130321
0,0,362,0,0,131044,131044
0,0,363,0,0,131769,131769
0,0,364,0,0,132496,132496
0,0,365,0,0,133225,133225
0,0,366,0,0,133956,133956
0,0,367,0,0,134689,134689
0,0,368,0,0,135424,135424
0,0,369,0,0,136161,136161
0,0,370,0,0,136900,136900
0,0,371,0,0,137641,137641
0,0,372,0,0,138384,138384
0,0,373,0,0,139129,139129
0,0,374,0,0,139876,139876
0,0,375,0,0,140625,140625
0,0,376,0,0,141376,141376
0,0,377,0,0,142129,142129
0,0,378,0,0,142884,142884
0,0,379,0,0,143641,143641
0,0,380,0,0,144400,144400
0,0,381,0,0,145161,145161
0,0,382,0,0,145924,145924
0,0,383,0,0,146689,146689
0,0,384,0,0,147456,147456
0,0,385,0,0,148225,148225
0,0,386,0,0,148996,148996
0,0,387,0,0,149769,149769
0,0,388,0,0,150544,150544
0,0,389,0,0,151321,151321
0,0,390,0,0,152100,152100
0,0,391,0,0,152881,152881
0,0,392,0,0,153664,153664
0,0,393,0,0,154449,154449
0,0,394,0,0,155236,155236
0,0,395,0,0,156025,156025
0,0,396,0,0,156816,156816
0,0,397,0,0,157609,157609
0,0,398,0,0,158404,158404
0,0,399,0,0,159201,159201
0,3,4,0,9,16,25
0,5,12,0,25,144,169
0,6,8,0,36,64,100
0,7,24,0,49,576,625
0,8,15,0,64,225,289
0,9,12,0,81,144,225
0,9,40,0,81,1600,1681
0,10,24,0,100,576,676
0,11,60,0,121,3600,3721
0,12,16,0,144,256,400
0,12,35,0,144,1225,1369
0,13,84,0,169,7056,7225
0,14,48,0,196,2304,2500
0,15,20,0,225,400,625
0,15,36,0,225,1296,1521
0,15,112,0,225,12544,12769
0,16,30,0,256,900,1156
0,16,63,0,256,3969,4225
0,17,144,0,289,20736,21025
0,18,24,0,324,576,900
0,18,80,0,324,6400,6724
0,19,180,0,361,32400,32761
0,20,21,0,400,441,841
0,20,48,0,400,2304,2704
0,20,99,0,400,9801,10201
0,21,28,0,441,784,1225
0,21,72,0,441,5184,5625
0,21,220,0,441,48400,48841
0,22,120,0,484,14400,14884
0,23,264,0,529,69696,70225
0,24,32,0,576,1024,1600
0,24,45,0,576,2025,2601
0,24,70,0,576,4900,5476
0,24,143,0,576,20449,21025
0,25,60,0,625,3600,4225
0,25,312,0,625,97344,97969
0,26,168,0,676,28224,28900
0,27,36,0,729,1296,2025
0,27,120,0,729,14400,15129
0,27,364,0,729,132496,133225
0,28,45,0,784,2025,2809
0,28,96,0,784,9216,10000
0,28,195,0,784,38025,38809
0,30,40,0,900,1600,2500
0,30,72,0,900,5184,6084
0,30,224,0,900,50176,51076
0,32,60,0,1024,3600,4624
0,32,126,0,1024,15876,16900
0,32,255,0,1024,65025,66049
0,33,44,0,1089,1936,3025
0,33,56,0,1089,3136,4225
0,33,180,0,1089,32400,33489
0,34,288,0,1156,82944,84100
0,35,84,0,1225,7056,8281
0,35,120,0,1225,14400,15625
0,36,48,0,1296,2304,3600
0,36,77,0,1296,5929,7225
0,36,105,0,1296,11025,12321
0,36,160,0,1296,25600,26896
0,36,323,0,1296,104329,105625
0,38,360,0,1444,129600,131044
0,39,52,0,1521,2704,4225
0,39,80,0,1521,6400,7921
0,39,252,0,1521,63504,65025
0,40,42,0,1600,1764,3364
0,40,75,0,1600,5625,7225
0,40,96,0,1600,9216,10816
0,40,198,0,1600,39204,40804
0,40,399,0,1600,159201,160801
0,42,56,0,1764,3136,4900
0,42,144,0,1764,20736,22500
0,44,117,0,1936,13689,15625
0,44,240,0,1936,57600,59536
0,45,60,0,2025,3600,5625
0,45,108,0,2025,11664,13689
0,45,200,0,2025,40000,42025
0,45,336,0,2025,112896,114921
0,48,55,0,2304,3025,5329
0,48,64,0,2304,4096,6400
0,48,90,0,2304,8100,10404
0,48,140,0,2304,19600,21904
0,48,189,0,2304,35721,38025
0,48,286,0,2304,81796,84100
0,49,168,0,2401,28224,30625
0,50,120,0,2500,14400,16900
0,51,68,0,2601,4624,7225
0,51,140,0,2601,19600,22201
0,52,165,0,2704,27225,29929
0,52,336,0,2704,112896,115600
0,54,72,0,2916,5184,8100
0,54,240,0,2916,57600,60516
0,55,132,0,3025,17424,20449
0,55,300,0,3025,90000,93025
0,56,90,0,3136,8100,11236
0,56,105,0,3136,11025,14161
0,56,192,0,3136,36864,40000
0,56,390,0,3136,152100,155236
0,57,76,0,3249,5776,9025
0,57,176,0,3249,30976,34225
0,60,63,0,3600,3969,7569
0,60,80,0,3600,6400,10000
0,60,91,0,3600,8281,11881
0,60,144,0,3600,20736,24336
0,60,175,0,3600,30625,34225
0,60,221,0,3600,48841,52441
0,60,297,0,3600,88209,91809
0,63,84,0,3969,7056,11025
0,63,216,0,3969,46656,50625
0,63,280,0,3969,78400,82369
0,64,120,0,4096,14400,18496
0,64,252,0,4096,63504,67600
0,65,72,0,4225,5184,9409
0,65,156,0,4225,24336,28561
0,66,88,0,4356,7744,12100
0,66,112,0,4356,12544,16900
0,66,360,0,4356,129600,133956
0,68,285,0,4624,81225,85849
0,69,92,0,4761,8464,13225
0,69,260,0,4761,67600,72361
0,70,168,0,4900,28224,33124
0,70,240,0,4900,57600,62500
0,72,96,0,5184,9216,14400
0,72,135,0,5184,18225,23409
0,72,154,0,5184,23716,28900
0,72,210,0,5184,44100,49284
0,72,320,0,5184,102400,107584
0,75,100,0,5625,10000,15625
0,75,180,0,5625,32400,38025
0,75,308,0,5625,94864,100489
0,76,357,0,5776,127449,133225
0,77,264,0,5929,69696,75625
0,78,104,0,6084,10816,16900
0,78,160,0,6084,25600,31684
0,80,84,0,6400,7056,13456
0,80,150,0,6400,22500,28900
0,80,192,0,6400,36864,43264
0,80,315,0,6400,99225,105625
0,80,396,0,6400,156816,163216
0,81,108,0,6561,11664,18225
0,81,360,0,6561,129600,136161
0,84,112,0,7056,12544,19600
0,84,135,0,7056,18225,25281
0,84,187,0,7056,34969,42025
0,84,245,0,7056,60025,67081
0,84,288,0,7056,82944,90000
0,85,132,0,7225,17424,24649
0,85,204,0,7225,41616,48841
0,87,116,0,7569,13456,21025
0,88,105,0,7744,11025,18769
0,88,165,0,7744,27225,34969
0,88,234,0,7744,54756,62500
0,90,120,0,8100,14400,22500
0,90,216,0,8100,46656,54756
0,91,312,0,8281,97344,105625
0,93,124,0,8649,15376,24025
0,95,168,0,9025,28224,37249
0,95,228,0,9025,51984,61009
0,96,110,0,9216,12100,21316
0,96,128,0,9216,16384,25600
0,96,180,0,9216,32400,41616
0,96,247,0,9216,61009,70225
0,96,280,0,9216,78400,87616
0,96,378,0,9216,142884,152100
0,98,336,0,9604,112896,122500
0,99,132,0,9801,17424,27225
0,99,168,0,9801,28224,38025
0,100,105,0,10000,11025,21025
0,100,240,0,10000,57600,67600
0,102,136,0,10404,18496,28900
0,102,280,0,10404,78400,88804
0,104,153,0,10816,23409,34225
0,104,195,0,10816,38025,48841
0,104,330,0,10816,108900,119716
0,105,140,0,11025,19600,30625
0,105,208,0,11025,43264,54289
0,105,252,0,11025,63504,74529
0,105,360,0,11025,129600,140625
0,108,144,0,11664,20736,32400
0,108,231,0,11664,53361,65025
0,108,315,0,11664,99225,110889
0,110,264,0,12100,69696,81796
0,111,148,0,12321,21904,34225
0,112,180,0,12544,32400,44944
0,112,210,0,12544,44100,56644
0,112,384,0,12544,147456,160000
0,114,152,0,12996,23104,36100
0,114,352,0,12996,123904,136900
0,115,252,0,13225,63504,76729
0,115,276,0,13225,76176,89401
0,117,156,0,13689,24336,38025
0,117,240,0,13689,57600,71289
0,119,120,0,14161,14400,28561
0,120,126,0,14400,15876,30276
0,120,160,0,14400,25600,40000
0,120,182,0,14400,33124,47524
0,120,209,0,14400,43681,58081
0,120,225,0,14400,50625,65025
0,120,288,0,14400,82944,97344
0,120,350,0,14400,122500,136900
0,120,391,0,14400,152881,167281
0,123,164,0,15129,26896,42025
0,125,300,0,15625,90000,105625
0,126,168,0,15876,28224,44100
0,128,240,0,16384,57600,73984
0,129,172,0,16641,29584,46225
0,130,144,0,16900,20736,37636
0,130,312,0,16900,97344,114244
0,132,176,0,17424,30976,48400
0,132,224,0,17424,50176,67600
0,132,351,0,17424,123201,140625
0,132,385,0,17424,148225,165649
0,133,156,0,17689,24336,42025
0,135,180,0,18225,32400,50625
0,135,324,0,18225,104976,123201
0,135,352,0,18225,123904,142129
0,136,255,0,18496,65025,83521
0,136,273,0,18496,74529,93025
0,138,184,0,19044,33856,52900
0,140,147,0,19600,21609,41209
0,140,171,0,19600,29241,48841
0,140,225,0,19600,50625,70225
0,140,336,0,19600,112896,132496
0,141,188,0,19881,35344,55225
0,144,165,0,20736,27225,47961
0,144,192,0,20736,36864,57600
0,144,270,0,20736,72900,93636
0,144,308,0,20736,94864,115600
0,145,348,0,21025,121104,142129
0,147,196,0,21609,38416,60025
0,150,200,0,22500,40000,62500
0,150,360,0,22500,129600,152100
0,152,285,0,23104,81225,104329
0,152,345,0,23104,119025,142129
0,153,204,0,23409,41616,65025
0,155,372,0,24025,138384,162409
0,156,208,0,24336,43264,67600
0,156,320,0,24336,102400,126736
0,159,212,0,25281,44944,70225
0,160,168,0,25600,28224,53824
0,160,231,0,25600,53361,78961
0,160,300,0,25600,90000,115600
0,160,384,0,25600,147456,173056
0,161,240,0,25921,57600,83521
0,162,216,0,26244,46656,72900
0,165,220,0,27225,48400,75625
0,165,280,0,27225,78400,105625
0,165,396,0,27225,156816,184041
0,168,224,0,28224,50176,78400
0,168,270,0,28224,72900,101124
0,168,315,0,28224,99225,127449
0,168,374,0,28224,139876,168100
0,170,264,0,28900,69696,98596
0,171,228,0,29241,51984,81225
0,174,232,0,30276,53824,84100
0,175,288,0,30625,82944,113569
0,176,210,0,30976,44100,75076
0,176,330,0,30976,108900,139876
0,177,236,0,31329,55696,87025
0,180,189,0,32400,35721,68121
0,180,240,0,32400,57600,90000
0,180,273,0,32400,74529,106929
0,180,299,0,32400,89401,121801
0,180,385,0,32400,148225,180625
0,183,244,0,33489,59536,93025
0,184,345,0,33856,119025,152881
0,186,248,0,34596,61504,96100
0,189,252,0,35721,63504,99225
0,189,340,0,35721,115600,151321
0,190,336,0,36100,112896,148996
0,192,220,0,36864,48400,85264
0,192,256,0,36864,65536,102400
0,192,360,0,36864,129600,166464
0,195,216,0,38025,46656,84681
0,195,260,0,38025,67600,105625
0,196,315,0,38416,99225,137641
0,198,264,0,39204,69696,108900
0,198,336,0,39204,112896,152100
0,200,210,0,40000,44100,84100
0,200,375,0,40000,140625,180625
0,201,268,0,40401,71824,112225
0,203,396,0,41209,156816,198025
0,204,253,0,41616,64009,105625
0,204,272,0,41616,73984,115600
0,207,224,0,42849,50176,93025
0,207,276,0,42849,76176,119025
0,208,306,0,43264,93636,136900
0,208,390,0,43264,152100,195364
0,210,280,0,44100,78400,122500
0,213,284,0,45369,80656,126025
0,216,288,0,46656,82944,129600
0,219,292,0,47961,85264,133225
0,220,231,0,48400,53361,101761
0,222,296,0,49284,87616,136900
0,224,360,0,50176,129600,179776
0,225,272,0,50625,73984,124609
0,225,300,0,50625,90000,140625
0,228,304,0,51984,92416,144400
0,228,325,0,51984,105625,157609
0,231,308,0,53361,94864,148225
0,231,392,0,53361,153664,207025
0,234,312,0,54756,97344,152100
0,237,316,0,56169,99856,156025
0,238,240,0,56644,57600,114244
0,240,252,0,57600,63504,121104
0,240,275,0,57600,75625,133225
0,240,320,0,57600,102400,160000
0,240,364,0,57600,132496,190096
0,243,324,0,59049,104976,164025
0,246,328,0,60516,107584,168100
0,249,332,0,62001,110224,172225
0,252,275,0,63504,75625,139129
0,252,336,0,63504,112896,176400
0,255,340,0,65025,115600,180625
0,255,396,0,65025,156816,221841
0,258,344,0,66564,118336,184900
0,260,273,0,67600,74529,142129
0,260,288,0,67600,82944,150544
0,261,348,0,68121,121104,189225
0,261,380,0,68121,144400,212521
0,264,315,0,69696,99225,168921
0,264,352,0,69696,123904,193600
0,266,312,0,70756,97344,168100
0,267,356,0,71289,126736,198025
0,270,360,0,72900,129600,202500
0,273,364,0,74529,132496,207025
0,276,368,0,76176,135424,211600
0,279,372,0,77841,138384,216225
0,280,294,0,78400,86436,164836
0,280,342,0,78400,116964,195364
0,280,351,0,78400,123201,201601
0,282,376,0,79524,141376,220900
0,285,380,0,81225,144400,225625
0,288,330,0,82944,108900,191844
0,288,384,0,82944,147456,230400
0,291,388,0,84681,150544,235225
0,294,392,0,86436,153664,240100
0,297,304,0,88209,92416,180625
0,297,396,0,88209,156816,245025
0,300,315,0,90000,99225,189225
0,319,360,0,101761,129600,231361
0,320,336,0,102400,112896,215296
0,325,360,0,105625,129600,235225
0,336,377,0,112896,142129,255025
0,336,385,0,112896,148225,261121
0,340,357,0,115600,127449,243049
0,357,360,0,127449,129600,257049
0,360,378,0,129600,142884,272484
0,380,399,0,144400,159201,303601
